"sourceConceptScheme","sourceConcept",,"targetConceptScheme","targetConcept","prob","comment","targetConceptScheme","Länge","searchfor","targetConceptScheme","targetConcept","prob","comment",,"Concept","ConceptScheme","prefLabel",,,,
"ISCO-88_COM","7123","Concrete placers, concrete finishers and related workers",,,,,,"7123","7123","ISCO-88_ILO","7123",1,,"Concrete placers, concrete finishers and related workers","6141","ISCO-88_ILO","Forestry workers and loggers","6141","6141","ISCO-88_ILO","Forestry workers and loggers"
"ISCO-88_COM","7124","Carpenters and joiners",,,,,,"7124","7124","ISCO-88_ILO","7124",1,,"Carpenters and joiners","6142","ISCO-88_ILO","Charcoal burners and related workers","6142","6142","ISCO-88_ILO","Charcoal burners and related workers"
"ISCO-88_COM","7129","Building frame and related trades workers not elsewhere classified",,,,,,"7129","7129","ISCO-88_ILO","7129",1,,"Building frame and related trades workers not elsewhere classified","615","ISCO-88_ILO","FISHERY WORKERS, HUNTERS AND TRAPPERS","615","615","ISCO-88_ILO","FISHERY WORKERS, HUNTERS AND TRAPPERS"
"ISCO-88_COM","713","Building finishers and related trades workers",,,,,,"7130","713","ISCO-88_ILO","713",1,,"BUILDING FINISHERS AND RELATED TRADES WORKERS","6151","ISCO-88_ILO","Aquatic-life cultivation workers","6151","6151","ISCO-88_ILO","Aquatic-life cultivation workers"
"ISCO-88_COM","7131","Roofers",,,,,,"7131","7131","ISCO-88_ILO","7131",1,,"Roofers","6152","ISCO-88_ILO","Inland and coastal waters fishery workers","6152","6152","ISCO-88_ILO","Inland and coastal waters fishery workers"
"ISCO-88_COM","7132","Floor layers and tile setters",,,,,,"7132","7132","ISCO-88_ILO","7132",1,,"Floor layers and tile setters","6153","ISCO-88_ILO","Deep-sea fishery workers","6153","6153","ISCO-88_ILO","Deep-sea fishery workers"
"ISCO-88_COM","7133","Plasterers",,,,,,"7133","7133","ISCO-88_ILO","7133",1,,"Plasterers","6154","ISCO-88_ILO","Hunters and trappers","6154","6154","ISCO-88_ILO","Hunters and trappers"
"ISCO-88_COM","7134","Insulation workers",,,,,,"7134","7134","ISCO-88_ILO","7134",1,,"Insulation workers","62","ISCO-88_ILO","SUBSISTENCE AGRICULTURAL AND FISHERY WORKERS","#N/A","62","ISCO-88_ILO","SUBSISTENCE AGRICULTURAL AND FISHERY WORKERS"
"ISCO-88_COM","7135","Glaziers",,,,,,"7135","7135","ISCO-88_ILO","7135",1,,"Glaziers","621","ISCO-88_ILO","SUBSISTENCE AGRICULTURAL AND FISHERY WORKERS","#N/A","621","ISCO-88_ILO","SUBSISTENCE AGRICULTURAL AND FISHERY WORKERS"
"ISCO-88_COM","7136","Plumbers and pipe fitters",,,,,,"7136","7136","ISCO-88_ILO","7136",1,,"Plumbers and pipe fitters","6210","ISCO-88_ILO","Subsistence agricultural and fishery workers","#N/A","6210","ISCO-88_ILO","Subsistence agricultural and fishery workers"
"ISCO-88_COM","7137","Building and related electricians",,,,,,"7137","7137","ISCO-88_ILO","7137",1,,"Building and related electricians","7","ISCO-88_ILO","CRAFT AND RELATED TRADES WORKERS","7","7","ISCO-88_ILO","CRAFT AND RELATED TRADES WORKERS"
"ISCO-88_COM","7139","Building finishers and related trade workers not elsewhere classified",,,,,,"7139","713","ISCO-88_ILO","713",1,"concept does not exist in target scheme. linked to parent.","BUILDING FINISHERS AND RELATED TRADES WORKERS","71","ISCO-88_ILO","EXTRACTION AND BUILDING TRADES WORKERS","71","71","ISCO-88_ILO","EXTRACTION AND BUILDING TRADES WORKERS"
"ISCO-88_COM","714","Painters, building structure cleaners and related trades workers",,,,,,"7140","714","ISCO-88_ILO","714",1,,"PAINTERS, BUILDING STRUCTURE CLEANERS AND RELATED TRADES WORKERS","711","ISCO-88_ILO","MINERS, SHOTFIRERS, STONE CUTTERS AND CARVERS","711","711","ISCO-88_ILO","MINERS, SHOTFIRERS, STONE CUTTERS AND CARVERS"
"ISCO-88_COM","7141","Painters and related workers",,,,,,"7141","7141","ISCO-88_ILO","7141",1,,"Painters and related workers","7111","ISCO-88_ILO","Miners and quarry workers","7111","7111","ISCO-88_ILO","Miners and quarry workers"
"ISCO-88_COM","7143","Building structure cleaners",,,,,,"7143","7143","ISCO-88_ILO","7143",1,,"Building structure cleaners","7112","ISCO-88_ILO","Shotfirers and blasters","7112","7112","ISCO-88_ILO","Shotfirers and blasters"
"ISCO-88_COM","72","Metal, machinery and related trades workers",,,,,,"7200","72","ISCO-88_ILO","72",1,,"METAL, MACHINERY AND RELATED TRADES WORKERS","7113","ISCO-88_ILO","Stone splitters, cutters and carvers","7113","7113","ISCO-88_ILO","Stone splitters, cutters and carvers"
"ISCO-88_COM","721","Metal moulders, welders, sheet-metal workers, structural-metal preparers, and related trades workers",,,,,,"7210","721","ISCO-88_ILO","721",1,,"METAL MOULDERS, WELDERS, SHEET-METAL WORKERS, STRUCTURAL- METAL PREPARERS, AND RELATED TRADES WORKERS","712","ISCO-88_ILO","BUILDING FRAME AND RELATED TRADES WORKERS","712","712","ISCO-88_ILO","BUILDING FRAME AND RELATED TRADES WORKERS"
"ISCO-88_COM","7211","Metal moulders and coremakers",,,,,,"7211","7211","ISCO-88_ILO","7211",1,,"Metal moulders and coremakers","7121","ISCO-88_ILO","Builders, traditional materials","7121","7121","ISCO-88_ILO","Builders, traditional materials"
"ISCO-88_COM","7212","Welders and flame cutters",,,,,,"7212","7212","ISCO-88_ILO","7212",1,,"Welders and flamecutters","7122","ISCO-88_ILO","Bricklayers and stonemasons","7122","7122","ISCO-88_ILO","Bricklayers and stonemasons"
"ISCO-88_COM","7213","Sheet-metal workers",,,,,,"7213","7213","ISCO-88_ILO","7213",1,,"Sheet metal workers","7123","ISCO-88_ILO","Concrete placers, concrete finishers and related workers","7123","7123","ISCO-88_ILO","Concrete placers, concrete finishers and related workers"
"ISCO-88_COM","7214","Structural-metal preparers and erectors",,,,,,"7214","7214","ISCO-88_ILO","7214",1,,"Structural-metal preparers and erectors","7124","ISCO-88_ILO","Carpenters and joiners","7124","7124","ISCO-88_ILO","Carpenters and joiners"
"ISCO-88_COM","7215","Riggers and cable splicers",,,,,,"7215","7215","ISCO-88_ILO","7215",1,,"Riggers and cable splicers","7129","ISCO-88_ILO","Building frame and related trades workers not elsewhere classified","7129","7129","ISCO-88_ILO","Building frame and related trades workers not elsewhere classified"
"ISCO-88_COM","7216","Underwater workers",,,,,,"7216","7216","ISCO-88_ILO","7216",1,,"Underwater workers","713","ISCO-88_ILO","BUILDING FINISHERS AND RELATED TRADES WORKERS","713","713","ISCO-88_ILO","BUILDING FINISHERS AND RELATED TRADES WORKERS"
"ISCO-88_COM","722","Blacksmiths, tool-makers and related trades workers",,,,,,"7220","722","ISCO-88_ILO","722",1,,"BLACKSMITHS, TOOL-MAKERS AND RELATED TRADES WORKERS","7131","ISCO-88_ILO","Roofers","7131","7131","ISCO-88_ILO","Roofers"
"ISCO-88_COM","7221","Blacksmiths, hammer-smiths and forging-press workers",,,,,,"7221","7221","ISCO-88_ILO","7221",1,,"Blacksmiths, hammer-smiths and forging-press workers","7132","ISCO-88_ILO","Floor layers and tile setters","7132","7132","ISCO-88_ILO","Floor layers and tile setters"
"ISCO-88_COM","7222","Tool-makers and related workers",,,,,,"7222","7222","ISCO-88_ILO","7222",1,,"Tool-makers and related workers","7133","ISCO-88_ILO","Plasterers","7133","7133","ISCO-88_ILO","Plasterers"
"ISCO-88_COM","7223","Machine-tool setters and setter-operators",,,,,,"7223","7223","ISCO-88_ILO","7223",1,,"Machine-tool setters and setter-operators","7134","ISCO-88_ILO","Insulation workers","7134","7134","ISCO-88_ILO","Insulation workers"
"ISCO-88_COM","7224","Metal wheel-grinders, polishers and tool sharpeners",,,,,,"7224","7224","ISCO-88_ILO","7224",1,,"Metal wheel-grinders, polishers and tool sharpeners","7135","ISCO-88_ILO","Glaziers","7135","7135","ISCO-88_ILO","Glaziers"
"ISCO-88_COM","723","Machinery mechanics and fitters",,,,,,"7230","723","ISCO-88_ILO","723",1,,"MACHINERY MECHANICS AND FITTERS","7136","ISCO-88_ILO","Plumbers and pipe fitters","7136","7136","ISCO-88_ILO","Plumbers and pipe fitters"
"ISCO-88_COM","7231","Motor vehicle mechanics and fitters",,,,,,"7231","7231","ISCO-88_ILO","7231",1,,"Motor vehicle mechanics and fitters","7137","ISCO-88_ILO","Building and related electricians","7137","7137","ISCO-88_ILO","Building and related electricians"
"ISCO-88_COM","7232","Aircraft engine mechanics and fitters",,,,,,"7232","7232","ISCO-88_ILO","7232",1,,"Aircraft engine mechanics and fitters","714","ISCO-88_ILO","PAINTERS, BUILDING STRUCTURE CLEANERS AND RELATED TRADES WORKERS","714","714","ISCO-88_ILO","PAINTERS, BUILDING STRUCTURE CLEANERS AND RELATED TRADES WORKERS"
"ISCO-88_COM","7233","Agricultural- or industrial-machinery mechanics and fitters",,,,,,"7233","7233","ISCO-88_ILO","7233",1,,"Agricultural- or industrial-machinery mechanics and fitters","7141","ISCO-88_ILO","Painters and related workers","7141","7141","ISCO-88_ILO","Painters and related workers"
"ISCO-88_COM","724","Electrical and electronic equipment mechanics and fitters",,,,,,"7240","724","ISCO-88_ILO","724",1,,"ELECTRICAL AND ELECTRONIC EQUIPMENT MECHANICS AND FITTERS","7142","ISCO-88_ILO","Varnishers and related painters","#N/A","7142","ISCO-88_ILO","Varnishers and related painters"
"ISCO-88_COM","7241","Electrical mechanics fitters and services",,,,,,"7241","7241","ISCO-88_ILO","7241",1,,"Electrical mechanics and fitters","7143","ISCO-88_ILO","Building structure cleaners","7143","7143","ISCO-88_ILO","Building structure cleaners"
"ISCO-88_COM","7242","Electronics mechanics, fitters and servicers",,,,,,"7242","7242","ISCO-88_ILO","7242",1,,"Electronics fitters","72","ISCO-88_ILO","METAL, MACHINERY AND RELATED TRADES WORKERS","72","72","ISCO-88_ILO","METAL, MACHINERY AND RELATED TRADES WORKERS"
"ISCO-88_COM","7244","Telegraph and telephone installers and servicers",,,,,,"7244","7244","ISCO-88_ILO","7244",1,,"Telegraph and telephone installers and servicers","721","ISCO-88_ILO","METAL MOULDERS, WELDERS, SHEET-METAL WORKERS, STRUCTURAL- METAL PREPARERS, AND RELATED TRADES WORKERS","721","721","ISCO-88_ILO","METAL MOULDERS, WELDERS, SHEET-METAL WORKERS, STRUCTURAL- METAL PREPARERS, AND RELATED TRADES WORKERS"
"ISCO-88_COM","7245","Electrical line installers, repairers and cable jointers ",,,,,,"7245","7245","ISCO-88_ILO","7245",1,,"Electrical line installers, repairers and cable jointers","7211","ISCO-88_ILO","Metal moulders and coremakers","7211","7211","ISCO-88_ILO","Metal moulders and coremakers"
"ISCO-88_COM","73","Precision, handicraft, craft printing and related trades workers",,,,,,"7300","73","ISCO-88_ILO","73",1,,"PRECISION, HANDICRAFT, PRINTING AND RELATED TRADES WORKERS","7212","ISCO-88_ILO","Welders and flamecutters","7212","7212","ISCO-88_ILO","Welders and flamecutters"
"ISCO-88_COM","731","Precision workers in metal and related materials",,,,,,"7310","731","ISCO-88_ILO","731",1,,"PRECISION WORKERS IN METAL AND RELATED MATERIALS","7213","ISCO-88_ILO","Sheet metal workers","7213","7213","ISCO-88_ILO","Sheet metal workers"
"ISCO-88_COM","7311","Precision-instrument makers and repairers",,,,,,"7311","7311","ISCO-88_ILO","7311",1,,"Precision-instrument makers and repairers","7214","ISCO-88_ILO","Structural-metal preparers and erectors","7214","7214","ISCO-88_ILO","Structural-metal preparers and erectors"
"ISCO-88_COM","7312","Musical-instrument makers and tuners",,,,,,"7312","7312","ISCO-88_ILO","7312",1,,"Musical instrument makers and tuners","7215","ISCO-88_ILO","Riggers and cable splicers","7215","7215","ISCO-88_ILO","Riggers and cable splicers"
"ISCO-88_COM","7313","Jewellery and precious-metal workers",,,,,,"7313","7313","ISCO-88_ILO","7313",1,,"Jewellery and precious-metal workers","7216","ISCO-88_ILO","Underwater workers","7216","7216","ISCO-88_ILO","Underwater workers"
"ISCO-88_COM","732","Potters, glass-makers and related trades workers",,,,,,"7320","732","ISCO-88_ILO","732",1,,"POTTERS, GLASS-MAKERS AND RELATED TRADES WORKERS","722","ISCO-88_ILO","BLACKSMITHS, TOOL-MAKERS AND RELATED TRADES WORKERS","722","722","ISCO-88_ILO","BLACKSMITHS, TOOL-MAKERS AND RELATED TRADES WORKERS"
"ISCO-88_COM","7321","Abrasive wheel formers, potters and related workers",,,,,,"7321","7321","ISCO-88_ILO","7321",1,,"Abrasive wheel formers, potters and related workers","7221","ISCO-88_ILO","Blacksmiths, hammer-smiths and forging-press workers","7221","7221","ISCO-88_ILO","Blacksmiths, hammer-smiths and forging-press workers"
"ISCO-88_COM","7322","Glass-makers, cutters, grinders and finishers",,,,,,"7322","7322","ISCO-88_ILO","7322",1,,"Glass makers, cutters, grinders and finishers","7222","ISCO-88_ILO","Tool-makers and related workers","7222","7222","ISCO-88_ILO","Tool-makers and related workers"
"ISCO-88_COM","7323","Glass engravers and etchers",,,,,,"7323","7323","ISCO-88_ILO","7323",1,,"Glass engravers and etchers","7223","ISCO-88_ILO","Machine-tool setters and setter-operators","7223","7223","ISCO-88_ILO","Machine-tool setters and setter-operators"
"ISCO-88_COM","7324","Glass, ceramics and related decorative painters",,,,,,"7324","7324","ISCO-88_ILO","7324",1,,"Glass, ceramics and related decorative painters","7224","ISCO-88_ILO","Metal wheel-grinders, polishers and tool sharpeners","7224","7224","ISCO-88_ILO","Metal wheel-grinders, polishers and tool sharpeners"
"ISCO-88_COM","733","Handicraft workers in wood, textile, leather and related materials",,,,,,"7330","733","ISCO-88_ILO","733",1,,"HANDICRAFT WORKERS IN WOOD,TEXTILE, LEATHER AND RELATED MATERIALS","723","ISCO-88_ILO","MACHINERY MECHANICS AND FITTERS","723","723","ISCO-88_ILO","MACHINERY MECHANICS AND FITTERS"
"ISCO-88_COM","7331","Handicraft workers in wood and related materials",,,,,,"7331","7331","ISCO-88_ILO","7331",1,,"Handicraft workers in wood and related materials","7231","ISCO-88_ILO","Motor vehicle mechanics and fitters","7231","7231","ISCO-88_ILO","Motor vehicle mechanics and fitters"
"ISCO-88_COM","7332","Handicraft workers in textile, leather and related materials",,,,,,"7332","7332","ISCO-88_ILO","7332",1,,"Handicraft workers in textile, leather and related materials","7232","ISCO-88_ILO","Aircraft engine mechanics and fitters","7232","7232","ISCO-88_ILO","Aircraft engine mechanics and fitters"
"ISCO-88_COM","734","Craft printing and related trades workers",,,,,,"7340","734","ISCO-88_ILO","734",1,,"PRINTING AND RELATED TRADES WORKERS","7233","ISCO-88_ILO","Agricultural- or industrial-machinery mechanics and fitters","7233","7233","ISCO-88_ILO","Agricultural- or industrial-machinery mechanics and fitters"
"ISCO-88_COM","7341","Compositors, typesetters and related workers",,,,,,"7341","7341","ISCO-88_ILO","7341",1,,"Compositors, typesetters and related workers","724","ISCO-88_ILO","ELECTRICAL AND ELECTRONIC EQUIPMENT MECHANICS AND FITTERS","724","724","ISCO-88_ILO","ELECTRICAL AND ELECTRONIC EQUIPMENT MECHANICS AND FITTERS"
"ISCO-88_COM","7342","Stereotypers and electrotypers",,,,,,"7342","7342","ISCO-88_ILO","7342",1,,"Stereotypers and electrotypers","7241","ISCO-88_ILO","Electrical mechanics and fitters","7241","7241","ISCO-88_ILO","Electrical mechanics and fitters"
"ISCO-88_COM","7343","Printing engravers and etchers",,,,,,"7343","7343","ISCO-88_ILO","7343",1,,"Printing engravers and etchers","7242","ISCO-88_ILO","Electronics fitters","7242","7242","ISCO-88_ILO","Electronics fitters"
"ISCO-88_COM","7344","Photographic and related workers",,,,,,"7344","7344","ISCO-88_ILO","7344",1,,"Photographic and related workers","7243","ISCO-88_ILO","Electronics mechanics and servicers","#N/A","7243","ISCO-88_ILO","Electronics mechanics and servicers"
"ISCO-88_COM","7345","Bookbinders and related workers",,,,,,"7345","7345","ISCO-88_ILO","7345",1,,"Bookbinders and related workers","7244","ISCO-88_ILO","Telegraph and telephone installers and servicers","7244","7244","ISCO-88_ILO","Telegraph and telephone installers and servicers"
"ISCO-88_COM","7346","Silk-screen, block and craft textile printers",,,,,,"7346","7346","ISCO-88_ILO","7346",1,,"Silk-screen, block and textile printers","7245","ISCO-88_ILO","Electrical line installers, repairers and cable jointers","7245","7245","ISCO-88_ILO","Electrical line installers, repairers and cable jointers"
"ISCO-88_COM","74","Other craft and related trades workers",,,,,,"7400","74","ISCO-88_ILO","74",1,,"OTHER CRAFT AND RELATED TRADES WORKERS","73","ISCO-88_ILO","PRECISION, HANDICRAFT, PRINTING AND RELATED TRADES WORKERS","73","73","ISCO-88_ILO","PRECISION, HANDICRAFT, PRINTING AND RELATED TRADES WORKERS"
"ISCO-88_COM","741","Food processing and related trades workers",,,,,,"7410","741","ISCO-88_ILO","741",1,,"FOOD PROCESSING AND RELATED TRADES WORKERS","731","ISCO-88_ILO","PRECISION WORKERS IN METAL AND RELATED MATERIALS","731","731","ISCO-88_ILO","PRECISION WORKERS IN METAL AND RELATED MATERIALS"
"ISCO-88_COM","7411","Butchers, fishmongers and related food preparers",,,,,,"7411","7411","ISCO-88_ILO","7411",1,,"Butchers, fishmongers and related food preparers","7311","ISCO-88_ILO","Precision-instrument makers and repairers","7311","7311","ISCO-88_ILO","Precision-instrument makers and repairers"
"ISCO-88_COM","7412","Bakers, pastry-cooks and confectionery makers",,,,,,"7412","7412","ISCO-88_ILO","7412",1,,"Bakers, pastry-cooks and confectionery makers","7312","ISCO-88_ILO","Musical instrument makers and tuners","7312","7312","ISCO-88_ILO","Musical instrument makers and tuners"
"ISCO-88_COM","7413","Dairy-products workers",,,,,,"7413","7413","ISCO-88_ILO","7413",1,,"Dairy-products makers","7313","ISCO-88_ILO","Jewellery and precious-metal workers","7313","7313","ISCO-88_ILO","Jewellery and precious-metal workers"
"ISCO-88_COM","7414","Fruit, vegetable and related preservers",,,,,,"7414","7414","ISCO-88_ILO","7414",1,,"Fruit, vegetable and related preservers","732","ISCO-88_ILO","POTTERS, GLASS-MAKERS AND RELATED TRADES WORKERS","732","732","ISCO-88_ILO","POTTERS, GLASS-MAKERS AND RELATED TRADES WORKERS"
"ISCO-88_COM","7415","Food and beverage tasters and graders",,,,,,"7415","7415","ISCO-88_ILO","7415",1,,"Food and beverage tasters and graders","7321","ISCO-88_ILO","Abrasive wheel formers, potters and related workers","7321","7321","ISCO-88_ILO","Abrasive wheel formers, potters and related workers"
"ISCO-88_COM","7416","Tobacco preparers and tobacco products makers",,,,,,"7416","7416","ISCO-88_ILO","7416",1,,"Tobacco preparers and tobacco products makers","7322","ISCO-88_ILO","Glass makers, cutters, grinders and finishers","7322","7322","ISCO-88_ILO","Glass makers, cutters, grinders and finishers"
"ISCO-88_COM","742","Wood treaters, cabinet-makers and related trades workers",,,,,,"7420","742","ISCO-88_ILO","742",1,,"WOOD TREATERS, CABINET-MAKERS AND RELATED TRADES WORKERS","7323","ISCO-88_ILO","Glass engravers and etchers","7323","7323","ISCO-88_ILO","Glass engravers and etchers"
"ISCO-88_COM","7421","Wood treaters",,,,,,"7421","7421","ISCO-88_ILO","7421",1,,"Wood treaters","7324","ISCO-88_ILO","Glass, ceramics and related decorative painters","7324","7324","ISCO-88_ILO","Glass, ceramics and related decorative painters"
"ISCO-88_COM","7422","Cabinetmakers and related workers",,,,,,"7422","7422","ISCO-88_ILO","7422",1,,"Cabinet makers and related workers","733","ISCO-88_ILO","HANDICRAFT WORKERS IN WOOD,TEXTILE, LEATHER AND RELATED MATERIALS","733","733","ISCO-88_ILO","HANDICRAFT WORKERS IN WOOD,TEXTILE, LEATHER AND RELATED MATERIALS"
"ISCO-88_COM","7423","Woodworking machine setters and setter-operators",,,,,,"7423","7423","ISCO-88_ILO","7423",1,,"Woodworking machine setters and setter-operators","7331","ISCO-88_ILO","Handicraft workers in wood and related materials","7331","7331","ISCO-88_ILO","Handicraft workers in wood and related materials"
"ISCO-88_COM","7424","Basketry weavers, brush makers and related workers",,,,,,"7424","7424","ISCO-88_ILO","7424",1,,"Basketry weavers, brush makers and related workers","7332","ISCO-88_ILO","Handicraft workers in textile, leather and related materials","7332","7332","ISCO-88_ILO","Handicraft workers in textile, leather and related materials"
"ISCO-88_COM","743","Textile, garment and related trades workers",,,,,,"7430","743","ISCO-88_ILO","743",1,,"TEXTILE, GARMENT AND RELATED TRADES WORKERS","734","ISCO-88_ILO","PRINTING AND RELATED TRADES WORKERS","734","734","ISCO-88_ILO","PRINTING AND RELATED TRADES WORKERS"
"ISCO-88_COM","7431","Fibre preparers",,,,,,"7431","7431","ISCO-88_ILO","7431",1,,"Fibre preparers","7341","ISCO-88_ILO","Compositors, typesetters and related workers","7341","7341","ISCO-88_ILO","Compositors, typesetters and related workers"
"ISCO-88_COM","7432","Weavers, knitters and related workers",,,,,,"7432","7432","ISCO-88_ILO","7432",1,,"Weavers, knitters and related workers","7342","ISCO-88_ILO","Stereotypers and electrotypers","7342","7342","ISCO-88_ILO","Stereotypers and electrotypers"
"ISCO-88_COM","7433","Tailors, dressmakers and hatters",,,,,,"7433","7433","ISCO-88_ILO","7433",1,,"Tailors, dressmakers and hatters","7343","ISCO-88_ILO","Printing engravers and etchers","7343","7343","ISCO-88_ILO","Printing engravers and etchers"
"ISCO-88_COM","7434","Furriers and related workers",,,,,,"7434","7434","ISCO-88_ILO","7434",1,,"Furriers and related workers","7344","ISCO-88_ILO","Photographic and related workers","7344","7344","ISCO-88_ILO","Photographic and related workers"
"ISCO-88_COM","7435","Textile, leather and related pattern-makers and cutters",,,,,,"7435","7435","ISCO-88_ILO","7435",1,,"Textile, leather and related pattern-makers and cutters","7345","ISCO-88_ILO","Bookbinders and related workers","7345","7345","ISCO-88_ILO","Bookbinders and related workers"
"ISCO-88_COM","7436","Sewers, embroiderers and related workers",,,,,,"7436","7436","ISCO-88_ILO","7436",1,,"Sewers, embroiderers and related workers","7346","ISCO-88_ILO","Silk-screen, block and textile printers","7346","7346","ISCO-88_ILO","Silk-screen, block and textile printers"
"ISCO-88_COM","7437","Upholsterers and related workers",,,,,,"7437","7437","ISCO-88_ILO","7437",1,,"Upholsterers and related workers","74","ISCO-88_ILO","OTHER CRAFT AND RELATED TRADES WORKERS","74","74","ISCO-88_ILO","OTHER CRAFT AND RELATED TRADES WORKERS"
"ISCO-88_COM","744","Pelt, leather and shoemaking trades workers",,,,,,"7440","744","ISCO-88_ILO","744",1,,"PELT, LEATHER AND SHOEMAKING TRADES WORKERS","741","ISCO-88_ILO","FOOD PROCESSING AND RELATED TRADES WORKERS","741","741","ISCO-88_ILO","FOOD PROCESSING AND RELATED TRADES WORKERS"
"ISCO-88_COM","7441","Pelt dressers, tanners and fellmongers",,,,,,"7441","7441","ISCO-88_ILO","7441",1,,"Pelt dressers, tanners and fellmongers","7411","ISCO-88_ILO","Butchers, fishmongers and related food preparers","7411","7411","ISCO-88_ILO","Butchers, fishmongers and related food preparers"
"ISCO-88_COM","7442","Shoe-makers and related workers",,,,,,"7442","7442","ISCO-88_ILO","7442",1,,"Shoe-makers and related workers","7412","ISCO-88_ILO","Bakers, pastry-cooks and confectionery makers","7412","7412","ISCO-88_ILO","Bakers, pastry-cooks and confectionery makers"
"ISCO-88_COM","8","PLANT AND MACHINE OPERATORS AND ASSEMBLERS",,,,,,"8000","8","ISCO-88_ILO","8",1,,"PLANT AND MACHINE OPERATORS AND ASSEMBLERS","7413","ISCO-88_ILO","Dairy-products makers","7413","7413","ISCO-88_ILO","Dairy-products makers"
"ISCO-88_COM","81","Stationary plant and related operators",,,,,,"8100","81","ISCO-88_ILO","81",1,,"STATIONARY-PLANT AND RELATED OPERATORS","7414","ISCO-88_ILO","Fruit, vegetable and related preservers","7414","7414","ISCO-88_ILO","Fruit, vegetable and related preservers"
"ISCO-88_COM","811","Mining and mineral-processing-plant operators",,,,,,"8110","811","ISCO-88_ILO","811",1,,"MINING- AND MINERAL-PROCESSING-PLANT OPERATORS","7415","ISCO-88_ILO","Food and beverage tasters and graders","7415","7415","ISCO-88_ILO","Food and beverage tasters and graders"
"ISCO-88_COM","8111","Mining plant operators",,,,,,"8111","8111","ISCO-88_ILO","8111",1,,"Mining-plant operators","7416","ISCO-88_ILO","Tobacco preparers and tobacco products makers","7416","7416","ISCO-88_ILO","Tobacco preparers and tobacco products makers"
"ISCO-88_COM","8112","Mineral-ore and stone-processing-plant operators",,,,,,"8112","8112","ISCO-88_ILO","8112",1,,"Mineral-ore- and stone-processing-plant operators","742","ISCO-88_ILO","WOOD TREATERS, CABINET-MAKERS AND RELATED TRADES WORKERS","742","742","ISCO-88_ILO","WOOD TREATERS, CABINET-MAKERS AND RELATED TRADES WORKERS"
"ISCO-88_COM","8113","Well drillers and borers and related workers",,,,,,"8113","8113","ISCO-88_ILO","8113",1,,"Well drillers and borers and related workers","7421","ISCO-88_ILO","Wood treaters","7421","7421","ISCO-88_ILO","Wood treaters"
"ISCO-88_COM","812","Metal-processing plant operators",,,,,,"8120","812","ISCO-88_ILO","812",1,,"METAL-PROCESSING-PLANT OPERATORS","7422","ISCO-88_ILO","Cabinet makers and related workers","7422","7422","ISCO-88_ILO","Cabinet makers and related workers"
"ISCO-88_COM","8121","Ore and metal furnace operators",,,,,,"8121","8121","ISCO-88_ILO","8121",1,,"Ore and metal furnace operators","7423","ISCO-88_ILO","Woodworking machine setters and setter-operators","7423","7423","ISCO-88_ILO","Woodworking machine setters and setter-operators"
"ISCO-88_COM","8122","Metal melters, casters and rolling-mill operators",,,,,,"8122","8122","ISCO-88_ILO","8122",1,,"Metal melters, casters and rolling-mill operators","7424","ISCO-88_ILO","Basketry weavers, brush makers and related workers","7424","7424","ISCO-88_ILO","Basketry weavers, brush makers and related workers"
"ISCO-88_COM","8123","Metal heat-treating-plant operators",,,,,,"8123","8123","ISCO-88_ILO","8123",1,,"Metal-heat-treating-plant operators","743","ISCO-88_ILO","TEXTILE, GARMENT AND RELATED TRADES WORKERS","743","743","ISCO-88_ILO","TEXTILE, GARMENT AND RELATED TRADES WORKERS"
"ISCO-88_COM","8124","Metal drawers and extruders",,,,,,"8124","8124","ISCO-88_ILO","8124",1,,"Metal drawers and extruders","7431","ISCO-88_ILO","Fibre preparers","7431","7431","ISCO-88_ILO","Fibre preparers"
"ISCO-88_COM","813","Glass, ceramics and related plant operators",,,,,,"8130","813","ISCO-88_ILO","813",1,,"GLASS, CERAMICS AND RELATED PLANT OPERATORS","7432","ISCO-88_ILO","Weavers, knitters and related workers","7432","7432","ISCO-88_ILO","Weavers, knitters and related workers"
"ISCO-88_COM","8131","Glass and ceramics kiln and related machine operators",,,,,,"8131","8131","ISCO-88_ILO","8131",1,,"Glass and ceramics kiln and related machine operators","7433","ISCO-88_ILO","Tailors, dressmakers and hatters","7433","7433","ISCO-88_ILO","Tailors, dressmakers and hatters"
"ISCO-88_COM","8139","Glass, ceramics and related plant operators not elsewhere classified",,,,,,"8139","8139","ISCO-88_ILO","8139",1,,"Glass, ceramics and related plant operators not elsewhere classified","7434","ISCO-88_ILO","Furriers and related workers","7434","7434","ISCO-88_ILO","Furriers and related workers"
"ISCO-88_COM","814","Wood-processing- and papermaking-plant operators",,,,,,"8140","814","ISCO-88_ILO","814",1,,"WOOD-PROCESSING- AND PAPERMAKING-PLANT OPERATORS","7435","ISCO-88_ILO","Textile, leather and related pattern-makers and cutters","7435","7435","ISCO-88_ILO","Textile, leather and related pattern-makers and cutters"
"ISCO-88_COM","8141","Wood-processing-plant operators",,,,,,"8141","8141","ISCO-88_ILO","8141",1,,"Wood-processing-plant operators","7436","ISCO-88_ILO","Sewers, embroiderers and related workers","7436","7436","ISCO-88_ILO","Sewers, embroiderers and related workers"
