"sourceConceptScheme","sourceConcept","targetConceptScheme","targetConcept","prob","comment"
"ISCO-08_ILO","1","ISCO-88_Ganzeboom","1000",1,
"ISCO-08_ILO","11","ISCO-88_Ganzeboom","1100",1,
"ISCO-08_ILO","111","ISCO-88_Ganzeboom","1110",1,
"ISCO-08_ILO","1111","ISCO-88_Ganzeboom","1111",1,
"ISCO-08_ILO","1112","ISCO-88_Ganzeboom","1112",1,
"ISCO-08_ILO","1113","ISCO-88_Ganzeboom","1113",1,
"ISCO-08_ILO","1114","ISCO-88_Ganzeboom","1114",1,
"ISCO-08_ILO","112","ISCO-88_Ganzeboom","1120",1,
"ISCO-08_ILO","1120","ISCO-88_Ganzeboom","1120",1,
"ISCO-08_ILO","12","ISCO-88_Ganzeboom","1200",1,
"ISCO-08_ILO","121","ISCO-88_Ganzeboom","1210",1,
"ISCO-08_ILO","1211","ISCO-88_Ganzeboom","1211",1,
"ISCO-08_ILO","1212","ISCO-88_Ganzeboom","1212",1,
"ISCO-08_ILO","1213","ISCO-88_Ganzeboom","1213",1,
"ISCO-08_ILO","1219","ISCO-88_Ganzeboom","1219",1,
"ISCO-08_ILO","122","ISCO-88_Ganzeboom","1220",1,
"ISCO-08_ILO","1221","ISCO-88_Ganzeboom","1221",1,
"ISCO-08_ILO","1222","ISCO-88_Ganzeboom","1222",1,
"ISCO-08_ILO","1223","ISCO-88_Ganzeboom","1223",1,
"ISCO-08_ILO","13","ISCO-88_Ganzeboom","1300",1,
"ISCO-08_ILO","131","ISCO-88_Ganzeboom","1310",1,
"ISCO-08_ILO","1311","ISCO-88_Ganzeboom","1311",1,
"ISCO-08_ILO","1312","ISCO-88_Ganzeboom","1312",1,
"ISCO-08_ILO","132","ISCO-88_Ganzeboom","1320",1,
"ISCO-08_ILO","1321","ISCO-88_Ganzeboom","1321",1,
"ISCO-08_ILO","1322","ISCO-88_Ganzeboom","1322",1,
"ISCO-08_ILO","1323","ISCO-88_Ganzeboom","1323",1,
"ISCO-08_ILO","1324","ISCO-88_Ganzeboom","1324",1,
"ISCO-08_ILO","133","ISCO-88_Ganzeboom","1330",1,
"ISCO-08_ILO","1330","ISCO-88_Ganzeboom","1330",1,
"ISCO-08_ILO","134","ISCO-88_Ganzeboom","1340",1,
"ISCO-08_ILO","1341","ISCO-88_Ganzeboom","1341",1,
"ISCO-08_ILO","1342","ISCO-88_Ganzeboom","1342",1,
"ISCO-08_ILO","1343","ISCO-88_Ganzeboom","1343",1,
