ConceptScheme,Concept,prefLabel,sortorder
"ISCO-88_COM","744","Pelt, leather and shoemaking trades workers",385
"ISCO-88_COM","7441","Pelt dressers, tanners and fellmongers",386
"ISCO-88_COM","7442","Shoe-makers and related workers",387
"ISCO-88_COM","8","PLANT AND MACHINE OPERATORS AND ASSEMBLERS",388
"ISCO-88_COM","81","Stationary plant and related operators",389
"ISCO-88_COM","811","Mining and mineral-processing-plant operators",390
"ISCO-88_COM","8111","Mining plant operators",391
"ISCO-88_COM","8112","Mineral-ore and stone-processing-plant operators",392
"ISCO-88_COM","8113","Well drillers and borers and related workers",393
"ISCO-88_COM","812","Metal-processing plant operators",394
"ISCO-88_COM","8121","Ore and metal furnace operators",395
"ISCO-88_COM","8122","Metal melters, casters and rolling-mill operators",396
"ISCO-88_COM","8123","Metal heat-treating-plant operators",397
"ISCO-88_COM","8124","Metal drawers and extruders",398
"ISCO-88_COM","813","Glass, ceramics and related plant operators",399
"ISCO-88_COM","8131","Glass and ceramics kiln and related machine operators",400
"ISCO-88_COM","8139","Glass, ceramics and related plant operators not elsewhere classified",401
"ISCO-88_COM","814","Wood-processing- and papermaking-plant operators",402
"ISCO-88_COM","8141","Wood-processing-plant operators",403
"ISCO-88_COM","8142","Paper-pulp plant operators",404
"ISCO-88_COM","8143","Papermaking-plant operators",405
"ISCO-88_COM","815","Chemical-processing-plant operators",406
"ISCO-88_COM","8151","Crushing-, grinding- and chemical-mixing-machinery operators",407
"ISCO-88_COM","8152","Chemical-heat-treating-plant operators",408
"ISCO-88_COM","8153","Chemical-filtering- and separating-equipment operators",409
"ISCO-88_COM","8154","Chemical-still and reactor operators (except petroleum and natural gas)",410
"ISCO-88_COM","8155","Petroleum- and natural-gas-refining-plant operators",411
"ISCO-88_COM","8159","Chemical-processing-plant operators not elsewhere classified",412
"ISCO-88_COM","816","Power-production and related plant operators",413
"ISCO-88_COM","8161","Power-production plant operators",414
"ISCO-88_COM","8162","Steam-engine and boiler operators",415
"ISCO-88_COM","8163","Incinerator, water-treatment and related plant operators",416
"ISCO-88_COM","817","Industrial robot operators",417
"ISCO-88_COM","8170","Industrial robot operators",418
"ISCO-88_COM","82","Machine operators and assemblers",419
"ISCO-88_COM","821","Metal- and mineral-products machine operators",420
"ISCO-88_COM","8211","Machine-tool operators",421
"ISCO-88_COM","8212","Cement and other mineral products machine operators",422
"ISCO-88_COM","822","Chemical-products machine operators",423
"ISCO-88_COM","8221","Pharmaceutical-and toiletry-products machine operators",424
"ISCO-88_COM","8222","Ammunition- and explosive-products machine operators",425
"ISCO-88_COM","8223","Metal finishing-, plating- and coating-machine operators",426
"ISCO-88_COM","8224","Photographic-products machine operators",427
"ISCO-88_COM","8229","Chemical-products machine operators not elsewhere classified",428
"ISCO-88_COM","823","Rubber- and plastic-products machine operators",429
"ISCO-88_COM","8231","Rubber-products machine operators",430
"ISCO-88_COM","8232","Plastic-products machine operators",431
"ISCO-88_COM","824","Wood-products machine operators",432
"ISCO-88_COM","8240","Wood-products machine operators",433
"ISCO-88_COM","825","Printing-, binding- and paper-products machine operators",434
"ISCO-88_COM","8251","Printing-machine operators",435
"ISCO-88_COM","8252","Book-binding-machine operators",436
"ISCO-88_COM","8253","Paper-products machine operators",437
"ISCO-88_COM","826","Textile-, fur- and leather-products machine operators",438
"ISCO-88_COM","8261","Fibre-preparing-, spinning- and winding-machine operators",439
"ISCO-88_COM","8262","Weaving- and knitting-machine operators",440
"ISCO-88_COM","8263","Sewing-machine operators",441
"ISCO-88_COM","8264","Bleaching-, dyeing- and cleaning-machine operators",442
"ISCO-88_COM","8265","Fur- and leather-preparing-machine operators",443
"ISCO-88_COM","8266","Shoemaking- and related machine operators",444
"ISCO-88_COM","8269","Textile-, fur- and leather-products machine operators not elsewhere classified",445
"ISCO-88_COM","827","Food and related products machine operators",446
"ISCO-88_COM","8271","Meat- and fish-processing-machine operators",447
"ISCO-88_COM","8272","Dairy-products machine operators",448
"ISCO-88_COM","8273","Grain- and spice-milling-machine operators",449
"ISCO-88_COM","8274","Baked-goods, cereal- and chocolate-products machine operators",450
"ISCO-88_COM","8275","Fruit-, vegetable- and nut-processing-machine operators",451
"ISCO-88_COM","8276","Sugar production machine operators",452
"ISCO-88_COM","8277","Tea-, coffee- and cocoa-processing-machine operators",453
"ISCO-88_COM","8278","Brewers, wine and other beverage machine operators",454
"ISCO-88_COM","8279","Tobacco production machine operators",455
"ISCO-88_COM","828","Assemblers",456
"ISCO-88_COM","8281","Mechanical-machinery assemblers",457
"ISCO-88_COM","8282","Electrical-equipment assemblers",458
"ISCO-88_COM","8283","Electronic-equipment assemblers",459
"ISCO-88_COM","8284","Metal-, rubber- and plastic-products assemblers",460
"ISCO-88_COM","8285","Wood and related products assemblers",461
"ISCO-88_COM","8286","Paperboard, textile and related products assemblers",462
"ISCO-88_COM","8287","Composite products assemblers",463
"ISCO-88_COM","829","Other machine operators not elsewhere classified",464
"ISCO-88_COM","8290","Other machine operators not elsewhere classified",465
"ISCO-88_COM","83","Drivers and mobile plant operators",466
"ISCO-88_COM","831","Locomotive engine drivers and related workers",467
"ISCO-88_COM","8311","Locomotive engine drivers",468
"ISCO-88_COM","8312","Railway brakers, signallers and shunters",469
"ISCO-88_COM","832","Motor vehicle drivers",470
"ISCO-88_COM","8321","Motorcycle drivers",471
"ISCO-88_COM","8322","Car, taxi and van drivers",472
"ISCO-88_COM","8323","Bus and tram drivers",473
"ISCO-88_COM","8324","Heavy truck and lorry drivers",474
"ISCO-88_COM","833","Agricultural and other mobile plant operators",475
"ISCO-88_COM","8331","Motorised farm and forestry plant operators",476
"ISCO-88_COM","8332","Earth-moving and related plant operators",477
"ISCO-88_COM","8333","Crane, hoist and related plant operators",478
"ISCO-88_COM","8334","Lifting-truck operators",479
"ISCO-88_COM","834","Ships' deck crews and related workers",480
"ISCO-88_COM","8340","Ships' deck crews and related workers",481
"ISCO-88_COM","9","ELEMENTARY OCCUPATIONS",482
"ISCO-88_COM","91","Sales and services elementary occupations",483
"ISCO-88_COM","911","Street vendors and related workers",484
"ISCO-88_COM","9111","Street vendors",485
"ISCO-88_COM","9113","Door-to-door and telephone salespersons",486
"ISCO-88_COM","912","Shoe cleaning and other street services elementary occupations",487
"ISCO-88_COM","9120","Shoe cleaning and other street services elementary occupations",488
"ISCO-88_COM","913","Domestic and related helpers, cleaners and launderers",489
"ISCO-88_COM","9131","Domestic helpers and cleaners",490
"ISCO-88_COM","9132","Helpers and cleaners in offices, hotels and other establishments",491
"ISCO-88_COM","9133","Hand-launderers and pressers",492
"ISCO-88_COM","914","Building caretakers, window and related cleaners",493
"ISCO-88_COM","9141","Building caretakers",494
"ISCO-88_COM","9142","Vehicle, window and related cleaners",495
"ISCO-88_COM","915","Messengers, porters, doorkeepers and related workers",496
"ISCO-88_COM","9151","Messengers, package and luggage porters and deliverers",497
"ISCO-88_COM","9152","Doorkeepers, watchpersons and related workers",498
"ISCO-88_COM","9153","Vending-machine money collectors, meter readers and related workers",499
"ISCO-88_COM","916","Garbage collectors and related labourers",500
"ISCO-88_COM","9161","Garbage collectors",501
"ISCO-88_COM","9162","Sweepers and related labourers",502
"ISCO-88_COM","92","Agricultural, fishery and related labourers",503
"ISCO-88_COM","921","Agricultural, fishery and related labourers",504
"ISCO-88_COM","9211","Farm-hands and labourers",505
"ISCO-88_COM","9212","Forestry labourers",506
"ISCO-88_COM","9213","Fishery, hunting and trapping labourers",507
"ISCO-88_COM","93","Labourers in mining, construction, manufacturing and transport",508
"ISCO-88_COM","931","Mining and construction labourers",509
"ISCO-88_COM","9311","Mining and quarrying labourers",510
"ISCO-88_COM","9312","Construction and maintenance labourers: roads, dams and similar constructions",511
"ISCO-88_COM","9313","Building construction labourers",512
"ISCO-88_COM","932","Manufacturing labourers",513
"ISCO-88_COM","9320","Manufacturing labourers",514
"ISCO-88_COM","933","Transport labourers and freight handlers",515
"ISCO-88_COM","9330","Transport labourers and freight handlers",516
"ISCO-88_COM","0","ARMED FORCES",517
"ISCO-88_COM","01","Armed forces",518
"ISCO-88_COM","010","Armed forces",519
"ISCO-88_COM","0100","Armed forces",520
"EGP_Ganzeboom","1","[I] Higher Controllers",1
"EGP_Ganzeboom","2","[II] Lower Controllers",2
"EGP_Ganzeboom","3","[IIIa]Routine Nonmanual",3
"EGP_Ganzeboom","4","[IIIb] Lower Sales-Service",4
"EGP_Ganzeboom","5","[IVa] Selfempl with empl",5
"EGP_Ganzeboom","6","[IVb] Selfempl no empl",6
"EGP_Ganzeboom","7","[V] Manual Supervisors",7
"EGP_Ganzeboom","8","[VI] Skilled Worker",8
"EGP_Ganzeboom","9","[VIIa] Unskilled Worker",9
"EGP_Ganzeboom","10","[VIIb] Farm Labor",10
"EGP_Ganzeboom","11","[IVc] Selfempl Farmer",11
