"ConceptScheme","labelStyle","Concept","prefLabel","sortorder"
"ISCO-08_ILO","en","7211","Metal Moulders and Coremakers",438
"ISCO-08_ILO","en","7212","Welders and Flame Cutters",439
"ISCO-08_ILO","en","7213","Sheet Metal Workers",440
"ISCO-08_ILO","en","7214","Structural Metal Preparers and Erectors",441
"ISCO-08_ILO","en","7215","Riggers and Cable Splicers",442
"ISCO-08_ILO","en","722","Blacksmiths, Toolmakers and Related Trades Workers",443
"ISCO-08_ILO","en","7221","Blacksmiths, Hammersmiths and Forging Press Workers",444
"ISCO-08_ILO","en","7222","Toolmakers and Related Workers",445
"ISCO-08_ILO","en","7223","Metal Working Machine Tool Setters and Operators",446
"ISCO-08_ILO","en","7224","Metal Polishers, Wheel Grinders and Tool Sharpeners",447
"ISCO-08_ILO","en","723","Machinery Mechanics and Repairers",448
"ISCO-08_ILO","en","7231","Motor Vehicle Mechanics and Repairers",449
"ISCO-08_ILO","en","7232","Aircraft Engine Mechanics and Repairers",450
"ISCO-08_ILO","en","7233","Agricultural and Industrial Machinery Mechanics and Repairers",451
"ISCO-08_ILO","en","7234","Bicycle and Related Repairers",452
"ISCO-08_ILO","en","73","Handicraft and Printing Workers",453
"ISCO-08_ILO","en","731","Handicraft Workers",454
"ISCO-08_ILO","en","7311","Precision-instrument Makers and Repairers",455
"ISCO-08_ILO","en","7312","Musical Instrument Makers and Tuners",456
"ISCO-08_ILO","en","7313","Jewellery and Precious Metal Workers",457
"ISCO-08_ILO","en","7314","Potters and Related Workers",458
"ISCO-08_ILO","en","7315","Glass Makers, Cutters, Grinders and Finishers",459
"ISCO-08_ILO","en","7316","Signwriters, Decorative Painters, Engravers and Etchers",460
"ISCO-08_ILO","en","7317","Handicraft Workers in Wood, Basketry and Related Materials",461
"ISCO-08_ILO","en","7318","Handicraft Workers in Textile, Leather and Related Materials",462
"ISCO-08_ILO","en","7319","Handicraft Workers Not Elsewhere Classified",463
"ISCO-08_ILO","en","732","Printing Trades Workers",464
"ISCO-08_ILO","en","7321","Pre-press Technicians",465
"ISCO-08_ILO","en","7322","Printers ",466
"ISCO-08_ILO","en","7323","Print Finishing and Binding Workers",467
"ISCO-08_ILO","en","74","Electrical and Electronics Trades Workers",468
"ISCO-08_ILO","en","741","Electrical Equipment Installers and Repairers",469
"ISCO-08_ILO","en","7411","Building and Related Electricians",470
"ISCO-08_ILO","en","7412","Electrical Mechanics and Fitters",471
"ISCO-08_ILO","en","7413","Electrical Line Installers and Repairers ",472
"ISCO-08_ILO","en","742","Electronics and Telecommunications Installers and Repairers",473
"ISCO-08_ILO","en","7421","Electronics Mechanics and Servicers",474
"ISCO-08_ILO","en","7422","Information and Communications Technology Installers and Servicers",475
"ISCO-08_ILO","en","75","Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",476
"ISCO-08_ILO","en","751","Food Processing and Related Trades Workers",477
"ISCO-08_ILO","en","7511","Butchers, Fishmongers and Related Food Preparers",478
"ISCO-08_ILO","en","7512","Bakers, Pastry-cooks and Confectionery Makers",479
"ISCO-08_ILO","en","7513","Dairy Products Makers",480
"ISCO-08_ILO","en","7514","Fruit, Vegetable and Related Preservers",481
"ISCO-08_ILO","en","7515","Food and Beverage Tasters and Graders",482
"ISCO-08_ILO","en","7516","Tobacco Preparers and Tobacco Products Makers",483
"ISCO-08_ILO","en","752","Wood Treaters, Cabinet-makers and Related Trades Workers",484
"ISCO-08_ILO","en","7521","Wood Treaters",485
"ISCO-08_ILO","en","7522","Cabinet-makers and Related Workers",486
"ISCO-08_ILO","en","7523","Woodworking Machine Tool Setters and Operators",487
"ISCO-08_ILO","en","753","Garment and Related Trades Workers",488
"ISCO-08_ILO","en","7531","Tailors, Dressmakers, Furriers and Hatters",489
"ISCO-08_ILO","en","7532","Garment and Related Patternmakers and Cutters",490
"ISCO-08_ILO","en","7533","Sewing, Embroidery and Related Workers",491
"ISCO-08_ILO","en","7534","Upholsterers and Related Workers",492
"ISCO-08_ILO","en","7535","Pelt Dressers, Tanners and Fellmongers",493
"ISCO-08_ILO","en","7536","Shoemakers and Related Workers",494
"ISCO-08_ILO","en","754","Other Craft and Related Workers",495
"ISCO-08_ILO","en","7541","Underwater Divers",496
"ISCO-08_ILO","en","7542","Shotfirers and Blasters",497
"ISCO-08_ILO","en","7543","Product Graders and Testers (excluding Foods and Beverages)",498
"ISCO-08_ILO","en","7544","Fumigators and Other Pest and Weed Controllers",499
"ISCO-08_ILO","en","7549","Craft and Related Workers Not Elsewhere Classified",500
"ISCO-08_ILO","en","8","Plant and Machine Operators and Assemblers",501
"ISCO-08_ILO","en","81","Stationary Plant and Machine Operators",502
"ISCO-08_ILO","en","811","Mining and Mineral Processing Plant Operators",503
"ISCO-08_ILO","en","8111","Miners and Quarriers",504
"ISCO-08_ILO","en","8112","Mineral and Stone Processing Plant Operators",505
"ISCO-08_ILO","en","8113","Well Drillers and Borers and Related Workers",506
"ISCO-08_ILO","en","8114","Cement, Stone and Other Mineral Products Machine Operators",507
"ISCO-08_ILO","en","812","Metal Processing and Finishing Plant Operators",508
"ISCO-08_ILO","en","8121","Metal Processing Plant Operators",509
"ISCO-08_ILO","en","8122","Metal Finishing, Plating and Coating Machine Operators",510
"ISCO-08_ILO","en","813","Chemical and Photographic Products Plant and Machine Operators",511
"ISCO-08_ILO","en","8131","Chemical Products Plant and Machine Operators",512
"ISCO-08_ILO","en","8132","Photographic Products Machine Operators",513
"ISCO-08_ILO","en","814","Rubber, Plastic and Paper Products Machine Operators",514
"ISCO-08_ILO","en","8141","Rubber Products Machine Operators",515
"ISCO-08_ILO","en","8142","Plastic Products Machine Operators",516
"ISCO-08_ILO","en","8143","Paper Products Machine Operators",517
"ISCO-08_ILO","en","815","Textile, Fur and Leather Products Machine Operators",518
"ISCO-08_ILO","en","8151","Fibre Preparing, Spinning and Winding Machine Operators",519
"ISCO-08_ILO","en","8152","Weaving and Knitting Machine Operators",520
"ISCO-08_ILO","en","8153","Sewing Machine Operators",521
"ISCO-08_ILO","en","8154","Bleaching, Dyeing and Fabric Cleaning Machine Operators",522
"ISCO-08_ILO","en","8155","Fur and Leather Preparing Machine Operators",523
"ISCO-08_ILO","en","8156","Shoemaking and Related Machine Operators",524
"ISCO-08_ILO","en","8157","Laundry Machine Operators",525
"ISCO-08_ILO","en","8159","Textile, Fur and Leather Products Machine Operators Not Elsewhere Classified",526
"ISCO-08_ILO","en","816","Food and Related Products Machine Operators",527
"ISCO-08_ILO","en","8160","Food and Related Products Machine Operators",528
"ISCO-08_ILO","en","817","Wood Processing and Papermaking Plant Operators",529
"ISCO-08_ILO","en","8171","Pulp and Papermaking Plant Operators",530
"ISCO-08_ILO","en","8172","Wood Processing Plant Operators",531
"ISCO-08_ILO","en","818","Other Stationary Plant and Machine Operators",532
"ISCO-08_ILO","en","8181","Glass and Ceramics Plant Operators",533
"ISCO-08_ILO","en","8182","Steam Engine and Boiler Operators",534
"ISCO-08_ILO","en","8183","Packing, Bottling and Labelling Machine Operators",535
"ISCO-08_ILO","en","8189","Stationary Plant and Machine Operators Not Elsewhere Classified",536
"ISCO-08_ILO","en","82","Assemblers",537
"ISCO-08_ILO","en","821","Assemblers",538
"ISCO-08_ILO","en","8211","Mechanical Machinery Assemblers",539
"ISCO-08_ILO","en","8212","Electrical and Electronic Equipment Assemblers",540
"ISCO-08_ILO","en","8219","Assemblers Not Elsewhere Classified",541
"ISCO-08_ILO","en","83","Drivers and Mobile Plant Operators",542
"ISCO-08_ILO","en","831","Locomotive Engine Drivers and Related Workers",543
"ISCO-08_ILO","en","8311","Locomotive Engine Drivers",544
"ISCO-08_ILO","en","8312","Railway Brake, Signal and Switch Operators",545
"ISCO-08_ILO","en","832","Car, Van and Motorcycle Drivers",546
"ISCO-08_ILO","en","8321","Motorcycle Drivers",547
"ISCO-08_ILO","en","8322","Car, Taxi and Van Drivers",548
"ISCO-08_ILO","en","833","Heavy Truck and Bus Drivers",549
"ISCO-08_ILO","en","8331","Bus and Tram Drivers",550
"ISCO-08_ILO","en","8332","Heavy Truck and Lorry Drivers",551
"ISCO-08_ILO","en","834","Mobile Plant Operators",552
"ISCO-08_ILO","en","8341","Mobile Farm and Forestry Plant Operators",553
"ISCO-08_ILO","en","8342","Earthmoving and Related Plant Operators",554
"ISCO-08_ILO","en","8343","Crane, Hoist and Related Plant Operators",555
"ISCO-08_ILO","en","8344","Lifting Truck Operators",556
"ISCO-08_ILO","en","835","Ships’ Deck Crews and Related Workers",557
"ISCO-08_ILO","en","8350","Ships’ Deck Crews and Related Workers",558
"ISCO-08_ILO","en","9","Elementary Occupations",559
"ISCO-08_ILO","en","91","Cleaners and Helpers",560
"ISCO-08_ILO","en","911","Domestic, Hotel and Office Cleaners and Helpers",561
"ISCO-08_ILO","en","9111","Domestic Cleaners and Helpers",562
"ISCO-08_ILO","en","9112","Cleaners and Helpers in Offices, Hotels and Other Establishments",563
"ISCO-08_ILO","en","912","Vehicle, Window, Laundry and Other Hand Cleaning Workers",564
"ISCO-08_ILO","en","9121","Hand Launderers and Pressers",565
"ISCO-08_ILO","en","9122","Vehicle Cleaners",566
"ISCO-08_ILO","en","9123","Window Cleaners",567
"ISCO-08_ILO","en","9129","Other Cleaning Workers",568
"ISCO-08_ILO","en","92","Agricultural, Forestry and Fishery Labourers",569
"ISCO-08_ILO","en","921","Agricultural, Forestry and Fishery Labourers",570
"ISCO-08_ILO","en","9211","Crop Farm Labourers",571
"ISCO-08_ILO","en","9212","Livestock Farm Labourers",572
"ISCO-08_ILO","en","9213","Mixed Crop and Livestock Farm Labourers",573
"ISCO-08_ILO","en","9214","Garden and Horticultural Labourers",574
"ISCO-08_ILO","en","9215","Forestry Labourers",575
"ISCO-08_ILO","en","9216","Fishery and Aquaculture Labourers",576
"ISCO-08_ILO","en","93","Labourers in Mining, Construction, Manufacturing and Transport",577
"ISCO-08_ILO","en","931","Mining and Construction Labourers",578
"ISCO-08_ILO","en","9311","Mining and Quarrying Labourers",579
"ISCO-08_ILO","en","9312","Civil Engineering Labourers",580
"ISCO-08_ILO","en","9313","Building Construction Labourers",581
"ISCO-08_ILO","en","932","Manufacturing Labourers",582
"ISCO-08_ILO","en","9321","Hand Packers",583
"ISCO-08_ILO","en","9329","Manufacturing Labourers Not Elsewhere Classified",584
"ISCO-08_ILO","en","933","Transport and Storage Labourers",585
"ISCO-08_ILO","en","9331","Hand and Pedal Vehicle Drivers",586
"ISCO-08_ILO","en","9332","Drivers of Animal-drawn Vehicles and Machinery",587
"ISCO-08_ILO","en","9333","Freight Handlers",588
"ISCO-08_ILO","en","9334","Shelf Fillers",589
"ISCO-08_ILO","en","94","Food Preparation Assistants",590
"ISCO-08_ILO","en","941","Food Preparation Assistants",591
"ISCO-08_ILO","en","9411","Fast Food Preparers",592
"ISCO-08_ILO","en","9412","Kitchen Helpers",593
"ISCO-08_ILO","en","95","Street and Related Sales and Services Workers",594
"ISCO-08_ILO","en","951","Street and Related Services Workers",595
"ISCO-08_ILO","en","9510","Street and Related Services Workers",596
"ISCO-08_ILO","en","952","Street Vendors (excluding Food)",597
"ISCO-08_ILO","en","9520","Street Vendors (excluding Food)",598
"ISCO-08_ILO","en","96","Refuse Workers and Other Elementary Workers",599
"ISCO-08_ILO","en","961","Refuse Workers",600
"ISCO-08_ILO","en","9611","Garbage and Recycling Collectors",601
"ISCO-08_ILO","en","9612","Refuse Sorters",602
"ISCO-08_ILO","en","9613","Sweepers and Related Labourers",603
"ISCO-08_ILO","en","962","Other Elementary Workers",604
"ISCO-08_ILO","en","9621","Messengers, Package Deliverers and Luggage Porters",605
"ISCO-08_ILO","en","9622","Odd-job Persons",606
"ISCO-08_ILO","en","9623","Meter Readers and Vending-machine Collectors",607
"ISCO-08_ILO","en","9624","Water and Firewood Collectors",608
"ISCO-08_ILO","en","9629","Elementary Workers Not Elsewhere Classified",609
"ISCO-08_ILO","en","0","Armed Forces Occupations",610
"ISCO-08_ILO","en","01","Commissioned Armed Forces Officers",611
"ISCO-08_ILO","en","011","Commissioned Armed Forces Officers",612
"ISCO-08_ILO","en","0110","Commissioned Armed Forces Officers",613
"ISCO-08_ILO","en","02","Non-commissioned Armed Forces Officers",614
"ISCO-08_ILO","en","021","Non-commissioned Armed Forces Officers",615
"ISCO-08_ILO","en","0210","Non-commissioned Armed Forces Officers",616
"ISCO-08_ILO","en","03","Armed Forces Occupations, Other Ranks",617
"ISCO-08_ILO","en","031","Armed Forces Occupations, Other Ranks",618
"ISCO-08_ILO","en","0310","Armed Forces Occupations, Other Ranks",619
