"ConceptScheme","labelStyle","Concept","prefLabel","sortorder","prefValue"
"ISCO-88_Ganzeboom_EGP_Ganzeboom_aux2","en","0","number of employees: 0 or not known",1,0
"ISCO-88_Ganzeboom_EGP_Ganzeboom_aux2","en","1","number of employees: 1 up to 9",2,1
"ISCO-88_Ganzeboom_EGP_Ganzeboom_aux2","en","10","number of employees: 10 or more",3,10
