"sourceConceptScheme","sourceConcept","targetConceptScheme","targetConcept","prob","comment"
"ISCO-88_Ganzeboom","110","SIOPS","44","1","The targetConcept of sourceConcept 110 „[armed forces]“ is copied from sourceConcept 3452 „[armed forces non-commissioned officers + army nfs]“. In the original crosswalk from Ganzeboom sourceConcept „(0)110 armed forces“ is a dead end regarding to further derivations."
"ISCO-88_Ganzeboom","1000","SIOPS","51","1",
"ISCO-88_Ganzeboom","1100","SIOPS","67","1",
"ISCO-88_Ganzeboom","1110","SIOPS","64","1",
"ISCO-88_Ganzeboom","1120","SIOPS","71","1",
"ISCO-88_Ganzeboom","1130","SIOPS","63","1",
"ISCO-88_Ganzeboom","1140","SIOPS","63","1",
"ISCO-88_Ganzeboom","1141","SIOPS","63","1",
"ISCO-88_Ganzeboom","1142","SIOPS","63","1",
"ISCO-88_Ganzeboom","1143","SIOPS","63","1",
"ISCO-88_Ganzeboom","1200","SIOPS","60","1",
"ISCO-88_Ganzeboom","1210","SIOPS","70","1",
"ISCO-88_Ganzeboom","1220","SIOPS","63","1",
"ISCO-88_Ganzeboom","1221","SIOPS","60","1",
"ISCO-88_Ganzeboom","1222","SIOPS","60","1",
"ISCO-88_Ganzeboom","1223","SIOPS","60","1",
"ISCO-88_Ganzeboom","1224","SIOPS","60","1",
"ISCO-88_Ganzeboom","1225","SIOPS","60","1",
"ISCO-88_Ganzeboom","1226","SIOPS","60","1",
"ISCO-88_Ganzeboom","1227","SIOPS","60","1",
"ISCO-88_Ganzeboom","1228","SIOPS","60","1",
"ISCO-88_Ganzeboom","1229","SIOPS","60","1",
"ISCO-88_Ganzeboom","1230","SIOPS","60","1",
"ISCO-88_Ganzeboom","1231","SIOPS","60","1",
"ISCO-88_Ganzeboom","1232","SIOPS","60","1",
"ISCO-88_Ganzeboom","1233","SIOPS","60","1",
"ISCO-88_Ganzeboom","1234","SIOPS","60","1",
"ISCO-88_Ganzeboom","1235","SIOPS","60","1",
"ISCO-88_Ganzeboom","1236","SIOPS","60","1",
"ISCO-88_Ganzeboom","1237","SIOPS","60","1",
"ISCO-88_Ganzeboom","1239","SIOPS","60","1",
"ISCO-88_Ganzeboom","1240","SIOPS","55","1",
"ISCO-88_Ganzeboom","1250","SIOPS","65","1",
"ISCO-88_Ganzeboom","1251","SIOPS","73","1",
"ISCO-88_Ganzeboom","1252","SIOPS","63","1",
"ISCO-88_Ganzeboom","1300","SIOPS","50","1",
"ISCO-88_Ganzeboom","1310","SIOPS","50","1",
"ISCO-88_Ganzeboom","1311","SIOPS","47","1",
"ISCO-88_Ganzeboom","1312","SIOPS","52","1",
"ISCO-88_Ganzeboom","1313","SIOPS","52","1",
"ISCO-88_Ganzeboom","1314","SIOPS","46","1",
"ISCO-88_Ganzeboom","1315","SIOPS","38","1",
"ISCO-88_Ganzeboom","1316","SIOPS","52","1",
"ISCO-88_Ganzeboom","1317","SIOPS","52","1",
"ISCO-88_Ganzeboom","1318","SIOPS","52","1",
"ISCO-88_Ganzeboom","1319","SIOPS","52","1",
"ISCO-88_Ganzeboom","2000","SIOPS","62","1",
"ISCO-88_Ganzeboom","2100","SIOPS","63","1",
"ISCO-88_Ganzeboom","2110","SIOPS","69","1",
"ISCO-88_Ganzeboom","2111","SIOPS","75","1",
"ISCO-88_Ganzeboom","2112","SIOPS","72","1",
"ISCO-88_Ganzeboom","2113","SIOPS","69","1",
"ISCO-88_Ganzeboom","2114","SIOPS","67","1",
"ISCO-88_Ganzeboom","2120","SIOPS","56","1",
"ISCO-88_Ganzeboom","2121","SIOPS","69","1",
"ISCO-88_Ganzeboom","2122","SIOPS","55","1",
"ISCO-88_Ganzeboom","2130","SIOPS","51","1",
"ISCO-88_Ganzeboom","2131","SIOPS","51","1",
"ISCO-88_Ganzeboom","2132","SIOPS","51","1",
"ISCO-88_Ganzeboom","2139","SIOPS","51","1",
"ISCO-88_Ganzeboom","2140","SIOPS","63","1",
"ISCO-88_Ganzeboom","2141","SIOPS","72","1",
"ISCO-88_Ganzeboom","2142","SIOPS","70","1",
"ISCO-88_Ganzeboom","2143","SIOPS","65","1",
"ISCO-88_Ganzeboom","2144","SIOPS","65","1",
"ISCO-88_Ganzeboom","2145","SIOPS","66","1",
"ISCO-88_Ganzeboom","2146","SIOPS","66","1",
"ISCO-88_Ganzeboom","2147","SIOPS","61","1",
"ISCO-88_Ganzeboom","2148","SIOPS","58","1",
"ISCO-88_Ganzeboom","2149","SIOPS","56","1",
"ISCO-88_Ganzeboom","2200","SIOPS","70","1",
"ISCO-88_Ganzeboom","2210","SIOPS","62","1",
"ISCO-88_Ganzeboom","2211","SIOPS","69","1",
"ISCO-88_Ganzeboom","2212","SIOPS","68","1",
"ISCO-88_Ganzeboom","2213","SIOPS","56","1",
"ISCO-88_Ganzeboom","2220","SIOPS","73","1",
"ISCO-88_Ganzeboom","2221","SIOPS","78","1",
"ISCO-88_Ganzeboom","2222","SIOPS","70","1",
"ISCO-88_Ganzeboom","2223","SIOPS","61","1",
"ISCO-88_Ganzeboom","2224","SIOPS","64","1",
"ISCO-88_Ganzeboom","2229","SIOPS","73","1",
"ISCO-88_Ganzeboom","2230","SIOPS","54","1",
"ISCO-88_Ganzeboom","2300","SIOPS","61","1",
"ISCO-88_Ganzeboom","2310","SIOPS","78","1",
"ISCO-88_Ganzeboom","2320","SIOPS","60","1",
"ISCO-88_Ganzeboom","2321","SIOPS","60","1",
"ISCO-88_Ganzeboom","2322","SIOPS","57","1",
"ISCO-88_Ganzeboom","2330","SIOPS","57","1",
"ISCO-88_Ganzeboom","2331","SIOPS","57","1",
"ISCO-88_Ganzeboom","2332","SIOPS","49","1",
"ISCO-88_Ganzeboom","2340","SIOPS","62","1",
"ISCO-88_Ganzeboom","2350","SIOPS","62","1",
"ISCO-88_Ganzeboom","2351","SIOPS","68","1",
"ISCO-88_Ganzeboom","2352","SIOPS","68","1",
"ISCO-88_Ganzeboom","2359","SIOPS","62","1",
"ISCO-88_Ganzeboom","2400","SIOPS","60","1",
"ISCO-88_Ganzeboom","2410","SIOPS","57","1",
"ISCO-88_Ganzeboom","2411","SIOPS","62","1",
"ISCO-88_Ganzeboom","2412","SIOPS","56","1",
"ISCO-88_Ganzeboom","2419","SIOPS","57","1",
"ISCO-88_Ganzeboom","2420","SIOPS","73","1",
"ISCO-88_Ganzeboom","2421","SIOPS","73","1",
"ISCO-88_Ganzeboom","2422","SIOPS","76","1",
"ISCO-88_Ganzeboom","2429","SIOPS","71","1",
"ISCO-88_Ganzeboom","2430","SIOPS","54","1",
"ISCO-88_Ganzeboom","2431","SIOPS","54","1",
"ISCO-88_Ganzeboom","2432","SIOPS","54","1",
"ISCO-88_Ganzeboom","2440","SIOPS","58","1",
"ISCO-88_Ganzeboom","2441","SIOPS","60","1",
"ISCO-88_Ganzeboom","2442","SIOPS","67","1",
"ISCO-88_Ganzeboom","2443","SIOPS","67","1",
"ISCO-88_Ganzeboom","2444","SIOPS","62","1",
"ISCO-88_Ganzeboom","2445","SIOPS","67","1",
"ISCO-88_Ganzeboom","2446","SIOPS","52","1",
"ISCO-88_Ganzeboom","2450","SIOPS","57","1",
"ISCO-88_Ganzeboom","2451","SIOPS","58","1",
"ISCO-88_Ganzeboom","2452","SIOPS","57","1",
"ISCO-88_Ganzeboom","2453","SIOPS","45","1",
"ISCO-88_Ganzeboom","2454","SIOPS","40","1",
"ISCO-88_Ganzeboom","2455","SIOPS","57","1",
"ISCO-88_Ganzeboom","2460","SIOPS","60","1",
"ISCO-88_Ganzeboom","3000","SIOPS","48","1",
"ISCO-88_Ganzeboom","3100","SIOPS","48","1",
"ISCO-88_Ganzeboom","3110","SIOPS","47","1",
"ISCO-88_Ganzeboom","3111","SIOPS","46","1",
"ISCO-88_Ganzeboom","3112","SIOPS","39","1",
"ISCO-88_Ganzeboom","3113","SIOPS","46","1",
"ISCO-88_Ganzeboom","3114","SIOPS","46","1",
"ISCO-88_Ganzeboom","3115","SIOPS","46","1",
"ISCO-88_Ganzeboom","3116","SIOPS","46","1",
"ISCO-88_Ganzeboom","3117","SIOPS","53","1",
"ISCO-88_Ganzeboom","3118","SIOPS","55","1",
"ISCO-88_Ganzeboom","3119","SIOPS","46","1",
"ISCO-88_Ganzeboom","3120","SIOPS","53","1",
"ISCO-88_Ganzeboom","3121","SIOPS","53","1",
"ISCO-88_Ganzeboom","3122","SIOPS","53","1",
"ISCO-88_Ganzeboom","3123","SIOPS","53","1",
"ISCO-88_Ganzeboom","3130","SIOPS","46","1",
"ISCO-88_Ganzeboom","3131","SIOPS","46","1",
"ISCO-88_Ganzeboom","3132","SIOPS","49","1",
"ISCO-88_Ganzeboom","3133","SIOPS","58","1",
"ISCO-88_Ganzeboom","3139","SIOPS","44","1",
"ISCO-88_Ganzeboom","3140","SIOPS","57","1",
"ISCO-88_Ganzeboom","3141","SIOPS","60","1",
"ISCO-88_Ganzeboom","3142","SIOPS","55","1",
"ISCO-88_Ganzeboom","3143","SIOPS","60","1",
"ISCO-88_Ganzeboom","3144","SIOPS","50","1",
"ISCO-88_Ganzeboom","3145","SIOPS","46","1",
"ISCO-88_Ganzeboom","3150","SIOPS","54","1",
"ISCO-88_Ganzeboom","3151","SIOPS","54","1",
"ISCO-88_Ganzeboom","3152","SIOPS","54","1",
"ISCO-88_Ganzeboom","3200","SIOPS","51","1",
"ISCO-88_Ganzeboom","3210","SIOPS","52","1",
"ISCO-88_Ganzeboom","3211","SIOPS","52","1",
"ISCO-88_Ganzeboom","3212","SIOPS","47","1",
"ISCO-88_Ganzeboom","3213","SIOPS","55","1",
"ISCO-88_Ganzeboom","3220","SIOPS","51","1",
"ISCO-88_Ganzeboom","3221","SIOPS","53","1",
"ISCO-88_Ganzeboom","3222","SIOPS","48","1",
"ISCO-88_Ganzeboom","3223","SIOPS","52","1",
"ISCO-88_Ganzeboom","3224","SIOPS","60","1",
"ISCO-88_Ganzeboom","3225","SIOPS","44","1",
"ISCO-88_Ganzeboom","3226","SIOPS","51","1",
"ISCO-88_Ganzeboom","3227","SIOPS","48","1",
"ISCO-88_Ganzeboom","3228","SIOPS","44","1",
"ISCO-88_Ganzeboom","3229","SIOPS","45","1",
"ISCO-88_Ganzeboom","3230","SIOPS","44","1",
"ISCO-88_Ganzeboom","3231","SIOPS","44","1",
"ISCO-88_Ganzeboom","3232","SIOPS","44","1",
"ISCO-88_Ganzeboom","3240","SIOPS","29","1",
"ISCO-88_Ganzeboom","3241","SIOPS","29","1",
"ISCO-88_Ganzeboom","3242","SIOPS","22","1",
"ISCO-88_Ganzeboom","3300","SIOPS","50","1",
"ISCO-88_Ganzeboom","3310","SIOPS","50","1",
"ISCO-88_Ganzeboom","3320","SIOPS","50","1",
"ISCO-88_Ganzeboom","3330","SIOPS","50","1",
"ISCO-88_Ganzeboom","3340","SIOPS","50","1",
"ISCO-88_Ganzeboom","3400","SIOPS","48","1",
"ISCO-88_Ganzeboom","3410","SIOPS","47","1",
"ISCO-88_Ganzeboom","3411","SIOPS","50","1",
"ISCO-88_Ganzeboom","3412","SIOPS","44","1",
"ISCO-88_Ganzeboom","3413","SIOPS","49","1",
"ISCO-88_Ganzeboom","3414","SIOPS","43","1",
"ISCO-88_Ganzeboom","3415","SIOPS","46","1",
"ISCO-88_Ganzeboom","3416","SIOPS","49","1",
"ISCO-88_Ganzeboom","3417","SIOPS","46","1",
"ISCO-88_Ganzeboom","3419","SIOPS","46","1",
"ISCO-88_Ganzeboom","3420","SIOPS","42","1",
"ISCO-88_Ganzeboom","3421","SIOPS","55","1",
"ISCO-88_Ganzeboom","3422","SIOPS","50","1",
"ISCO-88_Ganzeboom","3423","SIOPS","49","1",
"ISCO-88_Ganzeboom","3429","SIOPS","42","1",
"ISCO-88_Ganzeboom","3430","SIOPS","49","1",
"ISCO-88_Ganzeboom","3431","SIOPS","53","1",
"ISCO-88_Ganzeboom","3432","SIOPS","49","1",
"ISCO-88_Ganzeboom","3433","SIOPS","49","1",
"ISCO-88_Ganzeboom","3434","SIOPS","51","1",
"ISCO-88_Ganzeboom","3439","SIOPS","53","1",
"ISCO-88_Ganzeboom","3440","SIOPS","52","1",
"ISCO-88_Ganzeboom","3441","SIOPS","44","1",
"ISCO-88_Ganzeboom","3442","SIOPS","52","1",
"ISCO-88_Ganzeboom","3443","SIOPS","55","1",
"ISCO-88_Ganzeboom","3444","SIOPS","54","1",
"ISCO-88_Ganzeboom","3449","SIOPS","55","1",
"ISCO-88_Ganzeboom","3450","SIOPS","45","1",
"ISCO-88_Ganzeboom","3451","SIOPS","60","1",
"ISCO-88_Ganzeboom","3452","SIOPS","44","1",
"ISCO-88_Ganzeboom","3460","SIOPS","49","1",
"ISCO-88_Ganzeboom","3470","SIOPS","45","1",
"ISCO-88_Ganzeboom","3471","SIOPS","49","1",
"ISCO-88_Ganzeboom","3472","SIOPS","50","1",
"ISCO-88_Ganzeboom","3473","SIOPS","32","1",
"ISCO-88_Ganzeboom","3474","SIOPS","33","1",
"ISCO-88_Ganzeboom","3475","SIOPS","49","1",
"ISCO-88_Ganzeboom","3480","SIOPS","50","1",
"ISCO-88_Ganzeboom","4000","SIOPS","37","1",
"ISCO-88_Ganzeboom","4100","SIOPS","37","1",
"ISCO-88_Ganzeboom","4110","SIOPS","45","1",
"ISCO-88_Ganzeboom","4111","SIOPS","42","1",
"ISCO-88_Ganzeboom","4112","SIOPS","42","1",
"ISCO-88_Ganzeboom","4113","SIOPS","45","1",
"ISCO-88_Ganzeboom","4114","SIOPS","45","1",
"ISCO-88_Ganzeboom","4115","SIOPS","53","1",
"ISCO-88_Ganzeboom","4120","SIOPS","44","1",
"ISCO-88_Ganzeboom","4121","SIOPS","45","1",
"ISCO-88_Ganzeboom","4122","SIOPS","36","1",
"ISCO-88_Ganzeboom","4130","SIOPS","32","1",
"ISCO-88_Ganzeboom","4131","SIOPS","30","1",
"ISCO-88_Ganzeboom","4132","SIOPS","44","1",
"ISCO-88_Ganzeboom","4133","SIOPS","37","1",
"ISCO-88_Ganzeboom","4140","SIOPS","37","1",
"ISCO-88_Ganzeboom","4141","SIOPS","36","1",
"ISCO-88_Ganzeboom","4142","SIOPS","33","1",
"ISCO-88_Ganzeboom","4143","SIOPS","41","1",
"ISCO-88_Ganzeboom","4144","SIOPS","37","1",
"ISCO-88_Ganzeboom","4190","SIOPS","37","1",
