"sourceConceptScheme","sourceConcept","targetConceptScheme","targetConcept","prob","comment"
"ISCO-08_Kantar","110","ISCO-08_Ganzeboom","110","1",
"ISCO-08_Kantar","210","ISCO-08_Ganzeboom","210","1",
"ISCO-08_Kantar","310","ISCO-08_Ganzeboom","310","1",
"ISCO-08_Kantar","1111","ISCO-08_Ganzeboom","1111","1",
"ISCO-08_Kantar","1112","ISCO-08_Ganzeboom","1112","1",
"ISCO-08_Kantar","1113","ISCO-08_Ganzeboom","1113","1",
"ISCO-08_Kantar","1114","ISCO-08_Ganzeboom","1114","1",
"ISCO-08_Kantar","1120","ISCO-08_Ganzeboom","1120","1",
"ISCO-08_Kantar","1211","ISCO-08_Ganzeboom","1211","1",
"ISCO-08_Kantar","1212","ISCO-08_Ganzeboom","1212","1",
"ISCO-08_Kantar","1213","ISCO-08_Ganzeboom","1213","1",
"ISCO-08_Kantar","1219","ISCO-08_Ganzeboom","1219","1",
"ISCO-08_Kantar","1221","ISCO-08_Ganzeboom","1221","1",
"ISCO-08_Kantar","1222","ISCO-08_Ganzeboom","1222","1",
"ISCO-08_Kantar","1223","ISCO-08_Ganzeboom","1223","1",
"ISCO-08_Kantar","1311","ISCO-08_Ganzeboom","1311","1",
"ISCO-08_Kantar","1312","ISCO-08_Ganzeboom","1312","1",
"ISCO-08_Kantar","1321","ISCO-08_Ganzeboom","1321","1",
"ISCO-08_Kantar","1322","ISCO-08_Ganzeboom","1322","1",
"ISCO-08_Kantar","1323","ISCO-08_Ganzeboom","1323","1",
"ISCO-08_Kantar","1324","ISCO-08_Ganzeboom","1324","1",
"ISCO-08_Kantar","1330","ISCO-08_Ganzeboom","1330","1",
"ISCO-08_Kantar","1341","ISCO-08_Ganzeboom","1341","1",
"ISCO-08_Kantar","1342","ISCO-08_Ganzeboom","1342","1",
"ISCO-08_Kantar","1343","ISCO-08_Ganzeboom","1343","1",
"ISCO-08_Kantar","1344","ISCO-08_Ganzeboom","1344","1",
"ISCO-08_Kantar","1345","ISCO-08_Ganzeboom","1345","1",
"ISCO-08_Kantar","1346","ISCO-08_Ganzeboom","1346","1",
"ISCO-08_Kantar","1349","ISCO-08_Ganzeboom","1349","1",
"ISCO-08_Kantar","1411","ISCO-08_Ganzeboom","1411","1",
"ISCO-08_Kantar","1412","ISCO-08_Ganzeboom","1412","1",
"ISCO-08_Kantar","1420","ISCO-08_Ganzeboom","1420","1",
"ISCO-08_Kantar","1431","ISCO-08_Ganzeboom","1431","1",
"ISCO-08_Kantar","1439","ISCO-08_Ganzeboom","1439","1",
"ISCO-08_Kantar","2111","ISCO-08_Ganzeboom","2111","1",
"ISCO-08_Kantar","2112","ISCO-08_Ganzeboom","2112","1",
"ISCO-08_Kantar","2113","ISCO-08_Ganzeboom","2113","1",
"ISCO-08_Kantar","2114","ISCO-08_Ganzeboom","2114","1",
"ISCO-08_Kantar","2120","ISCO-08_Ganzeboom","2120","1",
"ISCO-08_Kantar","2131","ISCO-08_Ganzeboom","2131","1",
"ISCO-08_Kantar","2132","ISCO-08_Ganzeboom","2132","1",
"ISCO-08_Kantar","2133","ISCO-08_Ganzeboom","2133","1",
"ISCO-08_Kantar","2141","ISCO-08_Ganzeboom","2141","1",
"ISCO-08_Kantar","2142","ISCO-08_Ganzeboom","2142","1",
"ISCO-08_Kantar","2143","ISCO-08_Ganzeboom","2143","1",
"ISCO-08_Kantar","2144","ISCO-08_Ganzeboom","2144","1",
"ISCO-08_Kantar","2145","ISCO-08_Ganzeboom","2145","1",
"ISCO-08_Kantar","2146","ISCO-08_Ganzeboom","2146","1",
"ISCO-08_Kantar","2149","ISCO-08_Ganzeboom","2149","1",
"ISCO-08_Kantar","2151","ISCO-08_Ganzeboom","2151","1",
"ISCO-08_Kantar","2152","ISCO-08_Ganzeboom","2152","1",
"ISCO-08_Kantar","2153","ISCO-08_Ganzeboom","2153","1",
"ISCO-08_Kantar","2161","ISCO-08_Ganzeboom","2161","1",
"ISCO-08_Kantar","2162","ISCO-08_Ganzeboom","2162","1",
"ISCO-08_Kantar","2163","ISCO-08_Ganzeboom","2163","1",
"ISCO-08_Kantar","2164","ISCO-08_Ganzeboom","2164","1",
"ISCO-08_Kantar","2165","ISCO-08_Ganzeboom","2165","1",
"ISCO-08_Kantar","2166","ISCO-08_Ganzeboom","2166","1",
"ISCO-08_Kantar","2211","ISCO-08_Ganzeboom","2211","1",
"ISCO-08_Kantar","2212","ISCO-08_Ganzeboom","2212","1",
"ISCO-08_Kantar","2221","ISCO-08_Ganzeboom","2221","1",
"ISCO-08_Kantar","2222","ISCO-08_Ganzeboom","2222","1",
"ISCO-08_Kantar","2230","ISCO-08_Ganzeboom","2230","1",
"ISCO-08_Kantar","2240","ISCO-08_Ganzeboom","2240","1",
"ISCO-08_Kantar","2250","ISCO-08_Ganzeboom","2250","1",
"ISCO-08_Kantar","2261","ISCO-08_Ganzeboom","2261","1",
"ISCO-08_Kantar","2262","ISCO-08_Ganzeboom","2262","1",
"ISCO-08_Kantar","2263","ISCO-08_Ganzeboom","2263","1",
"ISCO-08_Kantar","2264","ISCO-08_Ganzeboom","2264","1",
"ISCO-08_Kantar","2265","ISCO-08_Ganzeboom","2265","1",
"ISCO-08_Kantar","2266","ISCO-08_Ganzeboom","2266","1",
"ISCO-08_Kantar","2267","ISCO-08_Ganzeboom","2267","1",
"ISCO-08_Kantar","2269","ISCO-08_Ganzeboom","2269","1",
"ISCO-08_Kantar","2310","ISCO-08_Ganzeboom","2310","1",
"ISCO-08_Kantar","2320","ISCO-08_Ganzeboom","2320","1",
"ISCO-08_Kantar","2330","ISCO-08_Ganzeboom","2330","1",
"ISCO-08_Kantar","2341","ISCO-08_Ganzeboom","2341","1",
"ISCO-08_Kantar","2342","ISCO-08_Ganzeboom","2342","1",
"ISCO-08_Kantar","2351","ISCO-08_Ganzeboom","2351","1",
"ISCO-08_Kantar","2352","ISCO-08_Ganzeboom","2352","1",
"ISCO-08_Kantar","2353","ISCO-08_Ganzeboom","2353","1",
"ISCO-08_Kantar","2354","ISCO-08_Ganzeboom","2354","1",
"ISCO-08_Kantar","2355","ISCO-08_Ganzeboom","2355","1",
"ISCO-08_Kantar","2356","ISCO-08_Ganzeboom","2356","1",
"ISCO-08_Kantar","2359","ISCO-08_Ganzeboom","2359","1",
"ISCO-08_Kantar","2411","ISCO-08_Ganzeboom","2411","1",
"ISCO-08_Kantar","2412","ISCO-08_Ganzeboom","2412","1",
"ISCO-08_Kantar","2413","ISCO-08_Ganzeboom","2413","1",
"ISCO-08_Kantar","2421","ISCO-08_Ganzeboom","2421","1",
"ISCO-08_Kantar","2422","ISCO-08_Ganzeboom","2422","1",
"ISCO-08_Kantar","2423","ISCO-08_Ganzeboom","2423","1",
"ISCO-08_Kantar","2424","ISCO-08_Ganzeboom","2424","1",
"ISCO-08_Kantar","2431","ISCO-08_Ganzeboom","2431","1",
"ISCO-08_Kantar","2432","ISCO-08_Ganzeboom","2432","1",
"ISCO-08_Kantar","2433","ISCO-08_Ganzeboom","2433","1",
"ISCO-08_Kantar","2434","ISCO-08_Ganzeboom","2434","1",
"ISCO-08_Kantar","2511","ISCO-08_Ganzeboom","2511","1",
"ISCO-08_Kantar","2512","ISCO-08_Ganzeboom","2512","1",
"ISCO-08_Kantar","2513","ISCO-08_Ganzeboom","2513","1",
"ISCO-08_Kantar","2514","ISCO-08_Ganzeboom","2514","1",
"ISCO-08_Kantar","2519","ISCO-08_Ganzeboom","2519","1",
"ISCO-08_Kantar","2521","ISCO-08_Ganzeboom","2521","1",
"ISCO-08_Kantar","2522","ISCO-08_Ganzeboom","2522","1",
"ISCO-08_Kantar","2523","ISCO-08_Ganzeboom","2523","1",
"ISCO-08_Kantar","2529","ISCO-08_Ganzeboom","2529","1",
"ISCO-08_Kantar","2611","ISCO-08_Ganzeboom","2611","1",
"ISCO-08_Kantar","2612","ISCO-08_Ganzeboom","2612","1",
"ISCO-08_Kantar","2619","ISCO-08_Ganzeboom","2619","1",
"ISCO-08_Kantar","2621","ISCO-08_Ganzeboom","2621","1",
"ISCO-08_Kantar","2622","ISCO-08_Ganzeboom","2622","1",
"ISCO-08_Kantar","2631","ISCO-08_Ganzeboom","2631","1",
"ISCO-08_Kantar","2632","ISCO-08_Ganzeboom","2632","1",
"ISCO-08_Kantar","2633","ISCO-08_Ganzeboom","2633","1",
"ISCO-08_Kantar","2634","ISCO-08_Ganzeboom","2634","1",
"ISCO-08_Kantar","2635","ISCO-08_Ganzeboom","2635","1",
"ISCO-08_Kantar","2636","ISCO-08_Ganzeboom","2636","1",
"ISCO-08_Kantar","2641","ISCO-08_Ganzeboom","2641","1",
"ISCO-08_Kantar","2642","ISCO-08_Ganzeboom","2642","1",
"ISCO-08_Kantar","2643","ISCO-08_Ganzeboom","2643","1",
"ISCO-08_Kantar","2651","ISCO-08_Ganzeboom","2651","1",
"ISCO-08_Kantar","2652","ISCO-08_Ganzeboom","2652","1",
"ISCO-08_Kantar","2653","ISCO-08_Ganzeboom","2653","1",
"ISCO-08_Kantar","2654","ISCO-08_Ganzeboom","2654","1",
"ISCO-08_Kantar","2655","ISCO-08_Ganzeboom","2655","1",
"ISCO-08_Kantar","2656","ISCO-08_Ganzeboom","2656","1",
"ISCO-08_Kantar","2659","ISCO-08_Ganzeboom","2659","1",
"ISCO-08_Kantar","3111","ISCO-08_Ganzeboom","3111","1",
"ISCO-08_Kantar","3112","ISCO-08_Ganzeboom","3112","1",
"ISCO-08_Kantar","3113","ISCO-08_Ganzeboom","3113","1",
"ISCO-08_Kantar","3114","ISCO-08_Ganzeboom","3114","1",
"ISCO-08_Kantar","3115","ISCO-08_Ganzeboom","3115","1",
"ISCO-08_Kantar","3116","ISCO-08_Ganzeboom","3116","1",
"ISCO-08_Kantar","3117","ISCO-08_Ganzeboom","3117","1",
"ISCO-08_Kantar","3118","ISCO-08_Ganzeboom","3118","1",
"ISCO-08_Kantar","3119","ISCO-08_Ganzeboom","3119","1",
"ISCO-08_Kantar","3121","ISCO-08_Ganzeboom","3121","1",
"ISCO-08_Kantar","3122","ISCO-08_Ganzeboom","3122","1",
"ISCO-08_Kantar","3123","ISCO-08_Ganzeboom","3123","1",
"ISCO-08_Kantar","3131","ISCO-08_Ganzeboom","3131","1",
"ISCO-08_Kantar","3132","ISCO-08_Ganzeboom","3132","1",
"ISCO-08_Kantar","3133","ISCO-08_Ganzeboom","3133","1",
"ISCO-08_Kantar","3134","ISCO-08_Ganzeboom","3134","1",
"ISCO-08_Kantar","3135","ISCO-08_Ganzeboom","3135","1",
"ISCO-08_Kantar","3139","ISCO-08_Ganzeboom","3139","1",
"ISCO-08_Kantar","3141","ISCO-08_Ganzeboom","3141","1",
"ISCO-08_Kantar","3142","ISCO-08_Ganzeboom","3142","1",
"ISCO-08_Kantar","3143","ISCO-08_Ganzeboom","3143","1",
"ISCO-08_Kantar","3151","ISCO-08_Ganzeboom","3151","1",
"ISCO-08_Kantar","3152","ISCO-08_Ganzeboom","3152","1",
"ISCO-08_Kantar","3153","ISCO-08_Ganzeboom","3153","1",
"ISCO-08_Kantar","3154","ISCO-08_Ganzeboom","3154","1",
"ISCO-08_Kantar","3155","ISCO-08_Ganzeboom","3155","1",
"ISCO-08_Kantar","3211","ISCO-08_Ganzeboom","3211","1",
"ISCO-08_Kantar","3212","ISCO-08_Ganzeboom","3212","1",
"ISCO-08_Kantar","3213","ISCO-08_Ganzeboom","3213","1",
"ISCO-08_Kantar","3214","ISCO-08_Ganzeboom","3214","1",
"ISCO-08_Kantar","3221","ISCO-08_Ganzeboom","3221","1",
"ISCO-08_Kantar","3222","ISCO-08_Ganzeboom","3222","1",
"ISCO-08_Kantar","3230","ISCO-08_Ganzeboom","3230","1",
"ISCO-08_Kantar","3240","ISCO-08_Ganzeboom","3240","1",
"ISCO-08_Kantar","3251","ISCO-08_Ganzeboom","3251","1",
"ISCO-08_Kantar","3252","ISCO-08_Ganzeboom","3252","1",
"ISCO-08_Kantar","3253","ISCO-08_Ganzeboom","3253","1",
"ISCO-08_Kantar","3254","ISCO-08_Ganzeboom","3254","1",
"ISCO-08_Kantar","3255","ISCO-08_Ganzeboom","3255","1",
"ISCO-08_Kantar","3256","ISCO-08_Ganzeboom","3256","1",
"ISCO-08_Kantar","3257","ISCO-08_Ganzeboom","3257","1",
"ISCO-08_Kantar","3258","ISCO-08_Ganzeboom","3258","1",
"ISCO-08_Kantar","3259","ISCO-08_Ganzeboom","3259","1",
"ISCO-08_Kantar","3311","ISCO-08_Ganzeboom","3311","1",
"ISCO-08_Kantar","3312","ISCO-08_Ganzeboom","3312","1",
"ISCO-08_Kantar","3313","ISCO-08_Ganzeboom","3313","1",
"ISCO-08_Kantar","3314","ISCO-08_Ganzeboom","3314","1",
"ISCO-08_Kantar","3315","ISCO-08_Ganzeboom","3315","1",
"ISCO-08_Kantar","3321","ISCO-08_Ganzeboom","3321","1",
"ISCO-08_Kantar","3322","ISCO-08_Ganzeboom","3322","1",
